doc_id,ticker,form,doc_type,doc_role,filing_date,n_chars,n_words,alpha_ratio,mean_word_len,fragment_rate,n_tables,n_sections,xbrl_leak,entity_residue,toc_residue,near_empty,short_exhibit,size_outlier,low_alpha,odd_word_len,fragmented,warnings
7cab42faf96d8547,INTC,10-K,10-K,primary,2025-01-31,516854,89086,0.706,4.69,0.0055,271,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:135;sections_cross_reference_index
f1df69679a83d6c0,INTC,8-K,8-K,primary,2025-01-30,4410,718,0.714,5.07,0.0208,4,0,False,False,False,False,False,False,False,False,False,
07c968f4062e2730,INTC,8-K,EX-99.1,exhibit,2025-01-30,51498,9830,0.59,4.02,0.0072,16,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:9
0d14be2dd0a7c266,INTC,8-K,8-K,primary,2024-12-05,10769,1657,0.762,5.46,0.0188,4,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:4
418148655936c045,INTC,8-K,EX-99.1,exhibit,2024-12-05,3868,568,0.804,5.78,0.0054,0,0,False,False,False,False,False,False,False,False,False,
71ef3ecc7476bd81,INTC,8-K,8-K,primary,2024-12-03,8330,1321,0.756,5.26,0.012,4,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:4
e8885d3d261394ac,INTC,8-K,EX-99.1,exhibit,2024-12-03,12967,1842,0.807,5.99,0.0044,0,0,False,False,False,False,False,False,False,False,False,
2815ae90e47b9997,INTC,8-K,8-K,primary,2024-11-27,8874,1399,0.759,5.3,0.0216,4,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:4
1f6b6cbe325f5504,INTC,8-K,EX-99.1,exhibit,2024-11-27,16027,2210,0.809,6.21,0.0304,0,0,False,False,False,False,False,False,False,False,False,
dc30fa9a40233d97,INTC,10-Q,10-Q,primary,2024-11-01,187421,35072,0.64,4.18,0.0062,167,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:64;sections_cross_reference_index
85b511831c1bbd9b,INTC,8-K,8-K,primary,2024-10-31,7716,1201,0.752,5.38,0.0126,4,0,False,False,False,False,False,False,False,False,False,
3576127475d7df38,INTC,8-K,EX-99.1,exhibit,2024-10-31,48396,8756,0.642,4.34,0.0076,15,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:9
bb9fe313b239a067,INTC,8-K,8-K,primary,2024-08-22,3311,553,0.696,4.9,0.0271,3,0,False,False,False,False,False,False,False,False,False,
bd4bcb0513822a7c,INTC,10-Q,10-Q,primary,2024-08-02,170127,32606,0.625,4.04,0.007,161,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:59;sections_cross_reference_index
99efa968326f0672,INTC,8-K,8-K,primary,2024-08-01,4375,714,0.714,5.05,0.0209,4,0,False,False,False,False,False,False,False,False,False,
491ef3b54d0e0c08,INTC,8-K,EX-99.1,exhibit,2024-08-01,48622,8763,0.644,4.37,0.006,14,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:9
fd97b4e6f29ebc4a,INTC,8-K,8-K,primary,2024-06-14,4317,696,0.716,5.13,0.0209,3,0,False,False,False,False,False,False,False,False,False,
1fe4c44ace2e7486,INTC,8-K,8-K,primary,2024-06-04,14302,2198,0.779,5.46,0.0079,4,0,False,False,False,False,False,False,False,False,False,
74b7746e163db91a,INTC,8-K,EX-99.1,exhibit,2024-06-04,12220,1756,0.809,5.92,0.0029,0,0,False,False,False,False,False,False,False,False,False,
eaac7c89031b6206,INTC,8-K,8-K,primary,2024-05-09,5992,1084,0.518,4.39,0.0383,9,0,False,False,False,False,False,False,False,False,False,
744296e86c9f4b32,INTC,8-K,8-K,primary,2024-05-08,6991,1063,0.761,5.51,0.0169,3,0,False,False,False,False,False,False,False,False,False,
26288c41c765b7d3,INTC,10-Q,10-Q,primary,2024-04-26,142514,26637,0.648,4.19,0.007,148,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:55;sections_cross_reference_index
a9c0eeebbf8f6f6f,INTC,8-K,8-K,primary,2024-04-25,6913,1094,0.743,5.27,0.0172,4,0,False,False,False,False,False,False,False,False,False,
c71ef07892f5cf29,INTC,8-K,EX-99.1,exhibit,2024-04-25,40899,7492,0.631,4.27,0.0066,12,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:8
910da232f1ffaa75,INTC,8-K,EX-99.2,exhibit,2024-04-25,3335,949,0.194,2.07,0.0,1,0,False,False,False,False,False,False,True,True,False,
e303af8783a318ab,INTC,8-K,8-K,primary,2024-04-02,6511,1049,0.733,5.16,0.0281,4,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:3
6fd17fffa925f364,INTC,8-K,EX-99.1,exhibit,2024-04-02,42354,7422,0.68,4.57,0.0069,47,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:13
5be19664bce04bf4,INTC,8-K,8-K,primary,2024-03-13,7486,1216,0.74,5.11,0.0179,4,0,False,False,False,False,False,False,False,False,False,
6ce97d255e0d6c36,INTC,8-K,EX-99,exhibit,2024-03-13,3599,543,0.788,5.59,0.0019,0,0,False,False,False,False,False,False,False,False,False,
680e3fda9f754174,INTC,8-K,8-K,primary,2024-02-21,6637,1142,0.662,4.73,0.0219,11,0,False,False,False,False,False,False,False,False,False,
312e5f2acdb1b6c6,INTC,8-K,8-K,primary,2024-02-16,3972,656,0.71,4.98,0.0229,4,0,False,False,False,False,False,False,False,False,False,
229237c55027919b,INTC,10-K,10-K,primary,2024-01-26,521998,89419,0.714,4.73,0.0057,292,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:149;sections_cross_reference_index
68ebe9e8108ea8bd,INTC,10-K,EX-99.1,exhibit,2024-01-26,388,91,0.575,3.21,0.0,1,0,False,False,False,False,False,True,False,True,False,info:page_artifacts_dropped:1
7a29fe9b2d9b8bb5,INTC,8-K,8-K,primary,2024-01-25,4401,716,0.714,5.07,0.0208,4,0,False,False,False,False,False,False,False,False,False,
6e46fca0bcab5f4c,INTC,8-K,EX-99.1,exhibit,2024-01-25,50688,9749,0.592,3.98,0.0063,13,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:8
9d6c5f8622480a3e,INTC,8-K,8-K,primary,2024-01-03,3414,569,0.688,4.91,0.0318,4,0,False,False,False,False,False,False,False,False,False,
8a5781e209407901,INTC,8-K,8-K,primary,2023-12-05,5688,930,0.734,5.05,0.0177,4,0,False,False,False,False,False,False,False,False,False,
05513669336e3fc1,INTC,8-K,8-K,primary,2023-10-30,5589,901,0.737,5.14,0.0183,4,0,False,False,False,False,False,False,False,False,False,
be35171ac40ed528,INTC,10-Q,10-Q,primary,2023-10-27,156216,30464,0.616,3.95,0.0068,152,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:51;sections_cross_reference_index
ea83d67e1086242a,INTC,8-K,8-K,primary,2023-10-26,4400,716,0.714,5.07,0.0208,4,0,False,False,False,False,False,False,False,False,False,
ef644bfd1707eb12,INTC,8-K,EX-99.1,exhibit,2023-10-26,43310,7719,0.654,4.44,0.0054,14,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:8
afb4c84b64c235aa,INTC,8-K,8-K,primary,2023-10-05,6641,1104,0.725,4.96,0.019,4,0,False,False,False,False,False,False,False,False,False,
666bc9bd9254e292,INTC,8-K,EX-99.1,exhibit,2023-10-05,10296,1535,0.807,5.68,0.0073,1,0,False,False,False,False,False,False,False,False,False,
6708de0749a159a1,INTC,8-K,8-K,primary,2023-08-16,3561,608,0.681,4.77,0.028,4,0,False,False,False,False,False,False,False,False,False,
0a1523a93d79008c,INTC,8-K,EX-99.1,exhibit,2023-08-16,6604,937,0.81,6.02,0.0086,0,0,False,False,False,False,False,False,False,False,False,
b538418c61e1798d,INTC,10-Q,10-Q,primary,2023-07-28,153139,29944,0.614,3.93,0.0068,152,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:50;sections_cross_reference_index
389f5f63bd2f5915,INTC,8-K,8-K,primary,2023-07-27,4403,723,0.71,5.01,0.0208,4,0,False,False,False,False,False,False,False,False,False,
b77d8a531cc34e27,INTC,8-K,EX-99.1,exhibit,2023-07-27,44167,7912,0.651,4.41,0.007,14,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:8
b6a7c9256a3df9c4,INTC,8-K,8-K,primary,2023-05-17,7701,1370,0.567,4.5,0.0262,10,0,False,False,False,False,False,False,False,False,False,
aff2bb77d70d0e00,INTC,10-Q,10-Q,primary,2023-04-28,132854,25081,0.641,4.13,0.0074,139,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:47;sections_cross_reference_index
b0ff18b19a975682,INTC,8-K,8-K,primary,2023-04-27,4406,723,0.71,5.02,0.0208,4,0,False,False,False,False,False,False,False,False,False,
bcf7cabfa48e6311,INTC,8-K,EX-99.1,exhibit,2023-04-27,41990,7501,0.647,4.42,0.0059,13,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:8
6fef0f2bf783f001,INTC,8-K,8-K,primary,2023-02-10,7355,1264,0.644,4.75,0.02,11,0,False,False,False,False,False,False,False,False,False,
19803e88d98cedf6,INTC,10-K,10-K,primary,2023-01-27,519794,89265,0.712,4.72,0.0065,301,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:155;sections_cross_reference_index
9bdf47ed06f473d6,INTC,10-K,EX-99.1,exhibit,2023-01-27,388,91,0.575,3.21,0.0,1,0,False,False,False,False,False,True,False,True,False,info:page_artifacts_dropped:1
dee7188ac72b4bed,INTC,8-K,8-K,primary,2023-01-26,4652,761,0.712,5.04,0.0197,4,0,False,False,False,False,False,False,False,False,False,
ea36cf6b5e12775f,INTC,8-K,EX-99.1,exhibit,2023-01-26,61799,11671,0.616,4.11,0.0046,16,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:8
fcf36aa464ec7999,MU,8-K,8-K,primary,2026-08-26,5048,861,0.695,4.79,0.0214,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
36695644fc7fd492,MU,8-K,EX-99.1,exhibit,2026-08-26,5420,757,0.818,6.12,0.0027,0,0,False,False,False,False,False,False,False,False,False,
d4c730e56a2abd71,MU,10-Q,10-Q,primary,2026-06-25,226149,38838,0.713,4.72,0.01,40,8,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:112
e62fef75428ba40d,MU,8-K,8-K,primary,2026-06-24,3753,672,0.663,4.52,0.0325,9,0,False,False,False,False,False,False,False,False,False,
377c5dca1540c1ea,MU,8-K,EX-99.1,exhibit,2026-06-24,23075,4819,0.513,3.56,0.008,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:14
0d6768f6bb7b5a0c,MU,8-K,8-K,primary,2026-06-09,4680,821,0.684,4.63,0.0221,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
bf720c0d89744f01,MU,8-K,EX-99.1,exhibit,2026-06-09,3480,501,0.807,5.91,0.002,0,0,False,False,False,False,False,False,False,False,False,
84816b6852d54582,MU,8-K,8-K,primary,2026-04-01,3972,721,0.623,4.43,0.0327,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
f4c0ab3a04861ba7,MU,8-K,EX-99.1,exhibit,2026-04-01,7865,1360,0.679,4.72,0.0132,1,0,False,False,False,False,False,False,False,False,False,
5648cf2ddc95912e,MU,8-K,EX-99.2,exhibit,2026-04-01,5407,899,0.66,4.94,0.0088,1,0,False,False,False,False,False,False,False,False,False,
0b3ad6af47b6fc1c,MU,8-K,8-K,primary,2026-03-25,3387,626,0.619,4.32,0.0319,12,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
97a3ec07b82c3a97,MU,8-K,EX-99.1,exhibit,2026-03-25,6948,1191,0.689,4.77,0.0084,1,0,False,False,False,False,False,False,False,False,False,
9cb062bc9f67bed1,MU,10-Q,10-Q,primary,2026-03-19,221590,38125,0.712,4.71,0.0101,40,8,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:115
7205b04b7791b084,MU,8-K,8-K,primary,2026-03-18,3763,672,0.664,4.53,0.0325,9,0,False,False,False,False,False,False,False,False,False,
2f4d64daa42e0ae0,MU,8-K,EX-99.1,exhibit,2026-03-18,21924,4678,0.499,3.46,0.0081,11,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:14
6c4a880b80299d04,MU,8-K,8-K,primary,2026-01-21,6612,1184,0.594,4.43,0.0257,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
f5f06a1fda7a29ac,MU,10-Q,10-Q,primary,2025-12-18,211171,35541,0.729,4.85,0.0101,46,8,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:108
b6793f241fb4a950,MU,8-K,8-K,primary,2025-12-17,3774,672,0.665,4.55,0.0325,9,0,False,False,False,False,False,False,False,False,False,
56d0f73510f81f7e,MU,8-K,EX-99.1,exhibit,2025-12-17,20800,4373,0.523,3.54,0.0082,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:14
ae485ef91ca38a85,MU,8-K,8-K,primary,2025-10-21,3696,673,0.645,4.41,0.0306,12,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
48af81bf6b8a5754,MU,8-K,EX-99.1,exhibit,2025-10-21,4660,710,0.795,5.53,0.0072,0,0,False,False,False,False,False,False,False,False,False,
161dd1382ea3835e,MU,10-K,10-K,primary,2025-10-03,379639,63745,0.727,4.87,0.0127,72,15,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:173
6b8a73b26b1819f3,MU,8-K,8-K,primary,2025-09-23,3791,675,0.666,4.55,0.0323,9,0,False,False,False,False,False,False,False,False,False,
2a11dd7d46cc985f,MU,8-K,EX-99.1,exhibit,2025-09-23,25115,5616,0.461,3.22,0.0086,12,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:14
0aceb542c1598644,MU,8-K,8-K,primary,2025-08-11,3845,697,0.65,4.43,0.0272,12,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
ad71b2e2847adb01,MU,8-K,EX-99.1,exhibit,2025-08-11,5666,1005,0.655,4.51,0.0449,3,0,False,False,False,False,False,False,False,False,False,
834cedc8e8818a32,MU,8-K,8-K,primary,2025-07-18,3609,655,0.649,4.42,0.0288,12,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
a2417664efa08eda,MU,10-Q,10-Q,primary,2025-06-26,223878,39187,0.704,4.61,0.0093,45,8,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:112
ad519900f5cd27a2,MU,8-K,8-K,primary,2025-06-25,3753,672,0.663,4.52,0.0325,9,0,False,False,False,False,False,False,False,False,False,
442b638da26b0a2b,MU,8-K,EX-99.1,exhibit,2025-06-25,20663,4376,0.506,3.49,0.0084,10,0,False,False,False,False,False,False,False,True,False,info:page_artifacts_dropped:13
735e267937ccdabd,MU,8-K,8-K,primary,2025-06-12,7045,1148,0.727,5.09,0.0182,12,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
497b5aac1d0f2a55,MU,8-K,EX-99.1,exhibit,2025-06-12,11659,1650,0.815,6.04,0.0362,0,0,False,False,False,False,False,False,False,False,False,
beaa6fef2cec19cb,MU,8-K,8-K,primary,2025-04-29,10032,1753,0.695,4.68,0.0213,15,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
67a16504c6ce02ec,MU,10-Q,10-Q,primary,2025-03-21,215939,37574,0.706,4.64,0.0091,45,8,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:110
feb919d4f97a0456,MU,8-K,8-K,primary,2025-03-20,3763,672,0.664,4.53,0.0325,9,0,False,False,False,False,False,False,False,False,False,
078e71c2993ea909,MU,8-K,EX-99.1,exhibit,2025-03-20,20449,4324,0.506,3.5,0.0085,10,0,False,False,False,False,False,False,False,True,False,info:page_artifacts_dropped:13
ce9d807e9527e693,MU,8-K,8-K,primary,2025-03-12,13174,2170,0.746,5.03,0.0133,24,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
ba297f998ef4dd56,MU,8-K,8-K,primary,2025-03-05,5059,899,0.685,4.56,0.0204,12,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
c3e92bee4a751399,MU,8-K,EX-99.1,exhibit,2025-03-05,4841,689,0.802,6.0,0.0089,0,0,False,False,False,False,False,False,False,False,False,
7c29693c46a1f832,MU,8-K,8-K,primary,2025-01-21,15218,2637,0.685,4.69,0.0141,25,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
03e6aa09e8dda456,MU,8-K,8-K,primary,2025-01-16,9097,1575,0.702,4.73,0.022,14,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
597b7e722c8a27ce,MU,10-Q,10-Q,primary,2024-12-19,197238,33267,0.729,4.84,0.0084,43,8,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:105
92f3115d201a9b6c,MU,8-K,8-K,primary,2024-12-18,3774,672,0.665,4.55,0.0325,9,0,False,False,False,False,False,False,False,False,False,
a2feea76965ca69c,MU,8-K,EX-99.1,exhibit,2024-12-18,19280,3951,0.536,3.67,0.0085,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:13
fedf41201aff3556,MU,8-K,8-K,primary,2024-12-10,12094,1910,0.773,5.3,0.0112,12,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
8b8e9791e7957c1c,MU,8-K,8-K,primary,2024-10-30,4655,819,0.68,4.61,0.0211,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
e3eb0a53f31360d1,MU,8-K,EX-99.1,exhibit,2024-10-30,4702,715,0.796,5.55,0.0,0,0,False,False,False,False,False,False,False,False,False,
ff2de9b9251cf99e,MU,10-K,10-K,primary,2024-10-04,349308,58640,0.728,4.88,0.0109,68,15,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:161
96be4e62b0ba6ee8,MU,8-K,8-K,primary,2024-09-25,3791,675,0.666,4.55,0.0323,9,0,False,False,False,False,False,False,False,False,False,
e53d08671868d21b,MU,8-K,EX-99.1,exhibit,2024-09-25,25362,5621,0.466,3.26,0.0073,12,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:16
2000ffe85d4df7d4,MU,8-K,8-K,primary,2024-08-07,3297,544,0.701,4.98,0.0255,4,0,False,False,False,False,False,False,False,False,False,
e127e650d96e8f26,MU,8-K,8-K,primary,2024-07-19,5860,1012,0.69,4.71,0.0207,18,0,False,False,False,False,False,False,False,False,False,
c7987915f3a52ac5,MU,10-Q,10-Q,primary,2024-06-27,201151,35874,0.689,4.49,0.0085,47,8,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:109
e57794e4f0363605,MU,8-K,8-K,primary,2024-06-26,3763,673,0.664,4.52,0.0324,9,0,False,False,False,False,False,False,False,False,False,
9bbaf772716128fe,MU,8-K,EX-99.1,exhibit,2024-06-26,23167,4912,0.511,3.49,0.0073,11,0,False,False,False,False,False,False,False,True,False,info:page_artifacts_dropped:15
8a68fba31e74d2eb,MU,8-K,8-K,primary,2024-04-19,5223,830,0.739,5.24,0.0307,4,0,False,False,False,False,False,False,False,False,False,
0dae2cfe4790b303,MU,8-K,8-K,primary,2024-04-11,5174,845,0.733,5.07,0.022,4,0,False,False,False,False,False,False,False,False,False,
2437b5d494e531e7,MU,10-Q,10-Q,primary,2024-03-21,201593,35625,0.695,4.55,0.008,46,8,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:106
1cdee170bb266eae,MU,8-K,8-K,primary,2024-03-20,3773,673,0.664,4.54,0.0324,9,0,False,False,False,False,False,False,False,False,False,
2521c8932374069f,MU,8-K,EX-99.1,exhibit,2024-03-20,23102,4878,0.512,3.51,0.0078,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:15
0a106b501f19a3b1,MU,8-K,8-K,primary,2024-03-11,4385,773,0.677,4.59,0.0243,9,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
3de15946525f605a,MU,8-K,EX-99.1,exhibit,2024-03-11,3740,565,0.795,5.59,0.0125,0,0,False,False,False,False,False,False,False,False,False,
7272f06c8ae8d84a,MU,8-K,8-K,primary,2024-01-19,5583,953,0.619,4.76,0.0242,6,0,False,False,False,False,False,False,False,False,False,
fa165714a8f5c3d8,MU,8-K,8-K,primary,2024-01-12,8227,1388,0.716,4.88,0.0233,8,0,False,False,False,False,False,False,False,False,False,
f094abdb45de8c99,MU,10-Q,10-Q,primary,2023-12-21,184605,31494,0.722,4.77,0.008,43,8,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:95
e24d7f74d72805ae,MU,8-K,8-K,primary,2023-12-20,3784,673,0.665,4.55,0.0324,9,0,False,False,False,False,False,False,False,False,False,
a7e142d04e703248,MU,8-K,EX-99.1,exhibit,2023-12-20,20154,4183,0.528,3.6,0.0088,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:15
be11b88ee3828ee1,MU,8-K,8-K,primary,2023-11-28,3667,625,0.685,4.79,0.0271,6,0,False,False,False,False,False,False,False,False,False,
a415926a68411744,MU,8-K,EX-99.1,exhibit,2023-11-28,5480,939,0.689,4.74,0.0396,3,0,False,False,False,False,False,False,False,False,False,
de5314103668193d,MU,10-K,10-K,primary,2023-10-06,340516,57702,0.724,4.82,0.0111,69,15,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:159
8d0697d0ada5dcb8,MU,8-K,8-K,primary,2023-09-27,3705,662,0.667,4.53,0.033,9,0,False,False,False,False,False,False,False,False,False,
93314524703c9d21,MU,8-K,EX-99.1,exhibit,2023-09-27,25397,5613,0.463,3.28,0.0074,12,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:16
59cd0ad0887faf6c,MU,8-K,8-K,primary,2023-08-21,5167,832,0.731,5.16,0.0289,7,0,False,False,False,False,False,False,False,False,False,
311a7386b4cca901,MU,10-Q,10-Q,primary,2023-06-29,215522,38200,0.695,4.53,0.0093,47,7,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:117
5c4b4e9129449fc8,MU,8-K,8-K,primary,2023-06-28,3682,664,0.662,4.47,0.0332,9,0,False,False,False,False,False,False,False,False,False,
6221e302b5a18c23,MU,8-K,EX-99.1,exhibit,2023-06-28,23093,4871,0.506,3.51,0.0075,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:15
db5e0786361f708c,MU,8-K,8-K,primary,2023-06-16,4267,712,0.709,4.93,0.0228,7,0,False,False,False,False,False,False,False,False,False,
4060d17fe3f2248f,MU,8-K,8-K,primary,2023-05-22,4152,702,0.7,4.85,0.0286,7,0,False,False,False,False,False,False,False,False,False,
22307c5dbd3026c4,MU,8-K,8-K,primary,2023-04-11,10781,1850,0.719,4.79,0.0192,10,0,False,False,False,False,False,False,False,False,False,
8763fbb3647a3d88,MU,10-Q,10-Q,primary,2023-03-29,208378,36613,0.7,4.59,0.0098,45,8,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:114
8836e3397d8478d3,MU,8-K,8-K,primary,2023-03-28,3688,664,0.662,4.48,0.0332,9,0,False,False,False,False,False,False,False,False,False,
d4cd8bc43c4258e7,MU,8-K,EX-99.1,exhibit,2023-03-28,22844,4732,0.519,3.6,0.0079,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:15
2f69af7f6a1b8861,MU,8-K,8-K,primary,2023-02-09,10205,1742,0.707,4.82,0.0236,10,0,False,False,False,False,False,False,False,False,False,
c1bed62ce4b75853,MU,8-K,8-K,primary,2023-02-09,4376,729,0.707,4.95,0.0224,7,0,False,False,False,False,False,False,False,False,False,
d132b5fad0446897,MU,8-K,8-K,primary,2023-01-13,4677,796,0.615,4.82,0.0293,8,0,False,False,False,False,False,False,False,False,False,
2acbd42351f888ba,MU,8-K,8-K,primary,2023-01-05,7453,1215,0.738,5.1,0.0115,8,0,False,False,False,False,False,False,False,False,False,
f14adefc39ba0d5d,NVDA,8-K,8-K,primary,2026-09-03,8224,1248,0.773,5.55,0.0193,5,0,False,False,False,False,False,False,False,False,False,
89f773360a90bac7,NVDA,10-Q,10-Q,primary,2026-08-26,170323,31956,0.642,4.16,0.0091,51,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:107
cb51e4e691991408,NVDA,8-K,8-K,primary,2026-08-26,4154,689,0.704,4.97,0.0303,5,0,False,False,False,False,False,False,False,False,False,
7c46b082ba7810b2,NVDA,8-K,EX-99.1,exhibit,2026-08-26,30933,6619,0.496,3.38,0.0079,11,0,False,False,False,False,False,False,True,True,False,
37327d5a461ed340,NVDA,8-K,EX-99.2,exhibit,2026-08-26,25538,5360,0.55,3.55,0.0091,12,0,False,False,False,False,False,False,False,False,False,
e43f1ba3e4b0182c,NVDA,8-K,8-K,primary,2026-08-17,9649,1515,0.763,5.33,0.0188,5,0,False,False,False,False,False,False,False,False,False,
5a57cabac387c0ca,NVDA,8-K,EX-99.1,exhibit,2026-08-17,9820,1478,0.813,5.62,0.0055,0,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:4
9b9a57c7d1f780c6,NVDA,8-K,8-K,primary,2026-07-02,5456,879,0.733,5.16,0.0208,4,0,False,False,False,False,False,False,False,False,False,
edc0317461d67072,NVDA,8-K,8-K,primary,2026-06-30,7726,1367,0.606,4.6,0.0257,21,0,False,False,False,False,False,False,False,False,False,
4c61d14c71965fc9,NVDA,8-K,8-K,primary,2026-06-18,7185,1240,0.653,4.74,0.0241,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:3
1bd6a209a8e1413d,NVDA,10-Q,10-Q,primary,2026-05-20,151279,27073,0.679,4.45,0.0087,48,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:99
03f8ef54ab652441,NVDA,8-K,8-K,primary,2026-05-20,4142,689,0.703,4.95,0.0303,5,0,False,False,False,False,False,False,False,False,False,
cef2179bfaccc320,NVDA,8-K,EX-99.1,exhibit,2026-05-20,26494,5282,0.567,3.79,0.0085,11,0,False,False,False,False,False,False,False,False,False,
41a056deaccb32ba,NVDA,8-K,EX-99.2,exhibit,2026-05-20,18682,3619,0.607,4.01,0.0123,9,0,False,False,False,False,False,False,False,False,False,
a435d0d28dcc1cd5,NVDA,8-K,8-K,primary,2026-05-08,3985,662,0.71,4.97,0.0233,4,0,False,False,False,False,False,False,False,False,False,
bf61d82932dc1c47,NVDA,8-K,8-K,primary,2026-04-27,5107,837,0.727,5.05,0.0192,4,0,False,False,False,False,False,False,False,False,False,
7c158abfe54f4840,NVDA,8-K,8-K,primary,2026-03-06,5142,843,0.706,5.03,0.0227,6,0,False,False,False,False,False,False,False,False,False,
85e24b06ca0109ab,NVDA,10-K,10-K,primary,2026-02-25,361059,60096,0.734,4.91,0.0079,64,19,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:249
3903749952878d4f,NVDA,8-K,8-K,primary,2026-02-25,4176,691,0.705,4.98,0.0302,5,0,False,False,False,False,False,False,False,False,False,
37b06818c9fe5e5c,NVDA,8-K,EX-99.1,exhibit,2026-02-25,35999,7699,0.495,3.39,0.012,13,0,False,False,False,False,False,False,True,True,False,
3a776dca66b9e078,NVDA,8-K,EX-99.2,exhibit,2026-02-25,24233,5154,0.52,3.49,0.0169,13,0,False,False,False,False,False,False,False,True,False,
9b6a3e88b5dd8ec1,NVDA,8-K,8-K,primary,2026-01-23,3061,495,0.708,5.11,0.0269,4,0,False,False,False,False,False,False,False,False,False,
6a130f75f473f2ce,NVDA,10-Q,10-Q,primary,2025-11-19,171064,31339,0.661,4.3,0.0085,49,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:107
